Coords,Mags F555,Mags F336,Aperture Radius
"(518, 521)",22.04186398618406,20.65123338467305,8
"(657, 521)",24.449559569506683,20.93708260326148,8
"(136, 522)",19.34506326526941,17.81026858064427,8
"(495, 522)",19.40097604926232,17.820844927010526,8
"(507, 522)",23.133316196509135,20.427005236923236,8
"(629, 522)",22.782831262219652,20.293635957818317,8
"(633, 522)",22.68957846400879,22.167751602098598,8
"(635, 522)",24.607594370807753,22.167751602098598,8
"(659, 522)",22.825280666458234,20.674098650067442,8
"(112, 523)",23.352106911707615,21.1450307324738,8
"(655, 523)",22.05828569765542,20.900208868884725,8
"(657, 523)",22.928343010545255,20.900208868884725,8
"(628, 524)",24.095560402311698,20.51260400913427,8
"(630, 524)",22.820317442262358,20.51260400913427,8
"(495, 525)",19.43728541940775,17.844773220759897,8
"(412, 526)",18.859759411356336,18.29353828171996,8
"(497, 526)",19.63015563930479,17.985585607132926,8
"(613, 526)",22.62489477291114,20.2963254827282,8
"(495, 527)",19.60679147961698,17.935641892134278,8
"(90, 528)",23.6486821366507,21.160467437285966,8
"(255, 528)",19.406493620932004,17.80134077116753,8
"(383, 528)",21.91185782760715,22.41190807926511,8
"(659, 528)",21.514583165739396,19.376935955326353,8
"(255, 530)",19.449744366389133,17.83300587311639,8
"(309, 530)",22.76137196242437,22.29581968431743,8
"(92, 531)",24.83219699201758,21.56312018338516,8
"(332, 531)",22.919977407690368,20.680310180313413,8
"(308, 532)",22.03044214690741,22.29581968431743,8
"(310, 532)",22.160009967111613,22.29581968431743,8
"(312, 532)",22.077979958482985,20.32616472151141,8
"(341, 532)",22.28195627967483,19.873854074392575,8
"(343, 532)",22.976116534784204,20.492835841539033,8
"(505, 533)",18.120045531550765,17.574074070437604,8
"(507, 534)",18.01626738539808,17.524701430811383,8
"(709, 535)",22.148133726021875,20.4607434215078,8
"(436, 536)",23.89519315202474,21.3361692469364,8
"(114, 537)",19.488996169300876,17.615081959893097,8
"(479, 537)",21.372338447866277,20.928882630760576,8
"(504, 539)",18.033198438943508,17.48893254700816,8
"(541, 539)",19.79677301052532,18.004446988122673,8
"(543, 539)",19.74639717614032,18.050319506095747,8
"(748, 539)",24.601003278581203,22.51458408869918,8
"(125, 540)",22.334459674480648,20.12696110271788,8
"(545, 540)",19.54399207425162,17.64762890876151,8
"(437, 541)",22.68564644471055,20.282083866357958,8
"(475, 541)",20.908573123246335,19.146422387754285,8
"(540, 541)",19.49512140798911,17.660960085052842,8
"(542, 541)",19.700107934401636,17.939443950502017,8
"(602, 541)",20.728763335383157,19.15318645471354,8
"(544, 542)",19.607701770594666,17.64762890876151,8
"(541, 543)",19.57772857441099,17.642220688382054,8
"(672, 543)",23.12179150724375,20.46503891878927,8
"(543, 544)",19.61197362821777,17.789269998786473,8
"(545, 544)",19.580623456469233,17.692444888886335,8
"(571, 544)",23.94513003664285,22.038420865468844,8
"(272, 545)",19.547758528363772,18.402830816649093,8
"(573, 545)",23.308581669142633,21.295705965075697,8
"(575, 545)",22.983666052846615,20.812494859517834,8
"(577, 545)",22.875885266992277,20.972517583969115,8
"(190, 546)",22.479055826315346,20.50732327733573,8
"(192, 546)",22.270324121436865,20.11893518187108,8
"(569, 546)",24.747778892418694,22.001776021781275,8
"(571, 546)",23.320883265354247,21.06288313140093,8
"(573, 547)",23.316483981632253,21.33994479091504,8
"(575, 547)",22.92050589565283,20.87932371754338,8
"(567, 548)",24.146236729504786,22.226966316016025,8
"(569, 548)",24.463391978163557,22.226966316016025,8
"(571, 548)",23.454993570182125,21.413541360626837,8
"(573, 549)",23.96040516954953,21.702165291638657,8
"(476, 550)",22.555411295801946,20.1042497264987,8
"(571, 550)",23.794917302169615,21.83216367459344,8
"(338, 551)",23.005179614627075,20.78589843425471,8
"(361, 551)",20.505945464759172,19.062957205292555,8
"(233, 552)",19.494012037322392,17.782370045955453,8
"(630, 555)",22.486177893978436,20.230459794588285,8
"(632, 555)",22.559102595124934,20.381931296951514,8
"(670, 555)",21.878086596512723,19.650281347348603,8
"(82, 556)",23.696465946101846,21.40928625366329,8
"(430, 556)",24.724034147836797,23.005965707968187,8
"(672, 556)",22.63488902356405,20.941958240393845,8
"(750, 556)",20.936251763313187,18.780157773000155,8
"(630, 557)",22.470143710499215,20.24101953458321,8
"(632, 557)",22.572218469678468,20.216358762428122,8
"(674, 557)",22.802743421511643,20.74342986835145,8
"(672, 558)",22.515241665613935,20.554015915930876,8
"(751, 558)",20.90934575494405,18.707045892858247,8
"(615, 560)",22.64578030009563,20.331392315864115,8
"(631, 560)",23.158878997523352,20.111945647998752,8
"(140, 561)",23.8308480258344,23.203600211406048,8
"(765, 562)",22.304153647620602,20.276251577625857,8
"(620, 563)",22.71280948048563,20.50039410097049,8
"(622, 563)",25.46973664203727,20.93837583322972,8
"(762, 563)",21.815119998348756,19.79628242480512,8
"(760, 564)",21.869919218885336,19.78856841683227,8
"(764, 564)",22.37873772043706,20.565775079316758,8
"(766, 564)",22.342726719980945,20.195422351616436,8
"(501, 565)",21.363151623077435,20.001136464235934,8
"(620, 565)",24.069678477985356,22.88004966776858,8
"(762, 565)",21.890889638935164,19.80275769001514,8
"(760, 566)",21.83902218782964,20.295638026909337,8
"(764, 566)",22.57993340966074,20.471034249588847,8
"(766, 566)",22.620413489185758,20.471034249588847,8
"(114, 567)",22.976326171110685,21.648461306648414,8
"(152, 567)",22.56966975977761,20.40896442874176,8
"(501, 567)",20.916470472085884,20.599171435254462,8
"(762, 567)",22.428750904003685,20.295638026909337,8
"(760, 568)",22.230752915845407,20.153213516249224,8
"(764, 568)",23.08881007871551,20.509445868075318,8
"(766, 568)",22.70190472933529,20.509445868075318,8
"(762, 569)",22.459614146000945,20.768877116414295,8
"(106, 570)",26.295169427420994,21.880023805592465,8
"(209, 570)",24.051982390552197,22.241620292505885,8
"(394, 570)",22.77739834154552,20.60166738851185,8
"(393, 572)",22.80737942357137,20.953389563072328,8
"(547, 572)",17.93691461387011,16.90073031943286,8
"(644, 573)",18.814213830415113,18.079651896784462,8
"(673, 573)",24.383727393693952,23.585079181463932,8
"(675, 574)",24.707003430521944,22.627573239826788,8
"(589, 576)",18.059960929651254,17.723461846881733,8
"(491, 581)",22.62910253113555,20.480760690634057,8
"(746, 581)",19.42456601636932,18.26799158561486,8
"(153, 582)",19.920350597599146,18.939666193137832,8
"(488, 583)",22.72568862662917,20.415323331784215,8
"(153, 584)",20.145579652123935,19.172172966871635,8
"(773, 585)",23.153778845324005,20.97060770832954,8
"(421, 586)",22.849216828881588,21.502726108809703,8
"(420, 588)",23.693290493533347,21.42447455352155,8
"(637, 591)",23.438788598970426,20.957867726908383,8
"(435, 592)",21.514922928717063,19.275796530769597,8
"(281, 594)",19.299899357887575,18.088111490024247,8
"(478, 594)",19.482314779950713,17.741642519088643,8
"(565, 594)",24.05051650522772,21.21206322332963,8
"(575, 594)",22.55324899814719,20.532482576098005,8
"(449, 595)",23.32948604765562,21.483421390238142,8
"(480, 595)",19.433066181635787,17.685233263169096,8
"(451, 596)",23.971872972167326,21.179455409872695,8
"(477, 596)",19.461121128556222,17.67840915838299,8
"(479, 597)",19.426168050689782,17.639469002155423,8
"(554, 598)",21.78176797214917,19.824348656693907,8
"(556, 599)",21.47897106204895,19.824348656693907,8
"(616, 599)",24.451380844940182,24.565249872140818,8
"(542, 600)",23.731614486319614,21.439343570881732,8
"(540, 602)",23.26989556729592,21.458878577471296,8
"(566, 603)",23.003378296152803,21.09025350243372,8
"(635, 603)",22.24771180533518,19.72427626040782,8
"(637, 604)",23.516398671261406,21.98498313298454,8
"(627, 607)",22.320275996199378,20.33739814009322,8
"(629, 607)",22.78481181985849,21.76910934266779,8
"(627, 609)",24.153336519809663,20.75324626341788,8
"(636, 609)",22.921005411729638,21.345990436332904,8
"(260, 610)",23.45240156599504,21.82020530481507,8
"(223, 612)",19.603872623056574,17.800909618406514,8
"(494, 612)",22.465313671782106,20.665577383660512,8
"(496, 612)",23.201188974565007,20.613900947950405,8
"(225, 613)",19.45540558683725,17.587963685830715,8
"(222, 614)",19.531941446667183,17.800909618406514,8
"(227, 614)",19.520802838191194,17.838218351832623,8
"(492, 614)",22.55038300748153,20.22729114799555,8
"(494, 614)",22.72334454194204,20.297237946540683,8
"(224, 615)",19.520847241193934,17.80722917523562,8
"(221, 616)",19.474584382066872,17.74841766431394,8
"(226, 616)",19.521639424455337,17.838218351832623,8
"(228, 616)",19.581742341999288,17.838218351832623,8
"(329, 616)",23.457842519645617,21.549296104769766,8
"(223, 617)",19.44697387329736,17.6671944651956,8
"(225, 618)",19.425909386841127,17.74237633331535,8
"(227, 618)",19.512839030850515,17.74237633331535,8
"(635, 618)",21.80794192457936,20.05304230901423,8
"(665, 618)",17.588371201853285,17.39000269038518,8
"(151, 619)",19.55732232241818,17.90404218947021,8
"(223, 619)",19.488870495290733,17.613060418469075,8
"(321, 619)",27.31594390691484,22.251029700428496,8
"(283, 620)",24.830211670923582,22.561803471418706,8
"(562, 620)",21.408374896994275,19.397750343883637,8
"(564, 620)",21.856356840751054,19.416120821591463,8
"(319, 621)",24.900933043662263,21.701793026810627,8
"(692, 622)",23.635221798621664,21.574275539931115,8
"(466, 623)",22.544810318682288,20.87645744573536,8
"(467, 625)",23.13370186068405,20.712364741950772,8
"(60, 627)",22.210231998325703,20.182344821156512,8
"(62, 627)",22.30424954458777,20.250795626675128,8
"(363, 628)",18.86178667829585,17.54742795867589,8
"(366, 628)",18.7528011316206,17.43080568943892,8
"(370, 628)",18.75149714823548,17.410703803807166,8
"(606, 628)",22.691917692257903,20.904864738104912,8
"(60, 629)",22.172898589431718,20.486031648530066,8
"(62, 629)",22.272851413544323,20.747419684840118,8
"(112, 629)",22.390004473093228,20.550041522993887,8
"(372, 629)",18.824348479532524,17.473155019233964,8
"(370, 630)",18.77585530361845,17.40729753417191,8
"(526, 630)",19.905567943712306,18.85966000858341,8
"(607, 630)",21.915559911567364,19.652556017091904,8
"(556, 632)",21.890185038489285,22.34782051687992,8
"(680, 633)",21.36667595963953,19.15386450282336,8
"(488, 634)",21.734851019350344,19.632614488680105,8
"(555, 634)",21.885539715700624,19.895528681636407,8
"(557, 634)",21.895029522496863,19.793682169037822,8
"(677, 635)",20.26004601365461,18.725561309686853,8
"(679, 635)",20.277727702545747,18.725561309686853,8
"(681, 635)",21.178308218857993,19.15350178894881,8
"(454, 636)",19.198575553097577,18.17253943622113,8
"(753, 636)",23.97974290916074,21.055354980671837,8
"(602, 637)",22.344785030446623,20.462732447438142,8
"(604, 637)",22.294256008400694,20.711543981765907,8
"(742, 637)",24.831097523257164,21.93701940706503,8
"(744, 637)",23.757387724701957,21.71449539383226,8
"(748, 637)",26.481159562787113,23.582762904380452,8
"(451, 638)",19.159352792409514,17.9817879735473,8
"(588, 638)",21.959741979763336,19.881129682418347,8
"(746, 638)",23.843568337095228,22.857242245779624,8
"(453, 639)",19.08736191811711,17.970237099478467,8
"(602, 639)",21.94585955672658,19.867496558267852,8
"(604, 639)",21.885696968041643,19.62648672686607,8
"(748, 639)",24.556590665818476,22.12751011144872,8
"(286, 641)",24.20631585738662,22.005810730063693,8
"(288, 641)",24.234382627364468,22.345297694466225,8
"(222, 642)",23.02362381151648,20.84523051666921,8
"(285, 643)",23.853902039085632,21.63844899085469,8
"(287, 643)",24.049195450565072,22.79668283272325,8
"(285, 645)",23.753348256891236,21.742875143700225,8
"(564, 645)",22.05544803832297,19.870684124922484,8
"(364, 647)",22.699787228902068,20.337822525241407,8
"(414, 647)",19.829189347733568,18.36729978424364,8
"(566, 647)",21.750189657152738,19.744218192297446,8
"(251, 648)",23.693121936032945,22.231288451122495,8
"(473, 648)",23.018665938771576,20.7742785976721,8
"(475, 649)",23.36556759745355,20.82513372089118,8
"(477, 649)",23.191156781127354,20.995705108793246,8
"(498, 649)",22.757477658252917,20.603192655664735,8
"(717, 649)",23.30259451304392,20.486880142321063,8
"(719, 649)",23.61415745020407,20.486880142321063,8
"(472, 650)",22.932235355605883,21.373111310750865,8
"(474, 651)",23.009768363130483,21.263635369438184,8
"(476, 651)",23.523895165883495,22.70289135215107,8
"(478, 651)",22.994810676668713,20.611428599181274,8
"(497, 651)",22.7560705088748,20.70471810892225,8
"(499, 651)",22.812599184246125,21.047662721630594,8
"(88, 652)",21.359119922543293,19.146516463006186,8
"(472, 652)",23.107518173430897,22.07728316772981,8
"(549, 652)",20.163683300324216,18.646590242205427,8
"(551, 652)",20.238243827474925,18.62844453977973,8
"(701, 652)",23.943886347355168,21.65601725214953,8
"(131, 653)",23.065407829372766,20.83499454385568,8
"(474, 653)",23.09500588040372,20.952615686079916,8
"(476, 653)",23.576719403192058,21.527860270923355,8
"(133, 654)",23.610411793674736,21.576048881985862,8
"(549, 654)",20.057007627477965,18.491944205096694,8
"(474, 655)",22.76646135629013,20.817983803848982,8
"(476, 655)",22.93175554887533,20.817983803848982,8
"(726, 655)",21.045890679303767,19.39849005128169,8
"(725, 657)",20.810143521001912,19.39849005128169,8
"(524, 659)",21.935834966880776,19.992164042540743,8
"(526, 659)",22.378226703474866,19.927482143204692,8
"(586, 659)",23.0498733200195,20.554848446365014,8
"(588, 659)",22.6050898080943,20.37272392848299,8
"(594, 659)",22.513234498372107,20.347801910068803,8
"(590, 660)",22.45927304547574,20.40895963918195,8
"(677, 660)",22.733974489632978,20.834014979885303,8
"(496, 661)",21.770349869459267,21.02330759628883,8
"(587, 661)",23.191259912688515,20.7704667752609,8
"(498, 662)",22.083287432026836,20.430416373756046,8
"(677, 662)",22.537813542710033,20.571654594778373,8
"(729, 662)",20.403944715177083,18.91613820070485,8
"(496, 663)",22.47703440796456,20.58225267234276,8
"(618, 663)",22.03316120582938,20.251642147305006,8
"(498, 664)",22.42239903040555,21.769020582777593,8
"(500, 664)",22.081579271444376,20.420511631648424,8
"(680, 664)",22.645943850650333,20.428732431027235,8
"(496, 665)",21.7937718580771,20.849768402125406,8
"(617, 665)",22.740955730731294,22.200362815236176,8
"(619, 665)",22.644043811678813,21.390103358781104,8
"(498, 666)",22.196389243277018,20.849768402125406,8
"(645, 666)",22.199326260856076,20.326638384735112,8
"(301, 667)",23.505301794146966,20.54300063377137,8
"(615, 667)",22.225866301910777,23.532417364677052,8
"(617, 667)",25.292468104657786,23.532417364677052,8
"(619, 667)",23.030034824779612,21.376094816384196,8
"(290, 669)",21.793062124569815,20.33342392011923,8
"(292, 669)",21.815518092852415,20.310798240049323,8
"(194, 671)",23.260324041844726,21.551797681370374,8
"(518, 673)",22.493309096581797,20.438910504973755,8
"(517, 675)",22.403270505671237,20.292156326463513,8
"(636, 675)",22.01002634525365,20.442405210853195,8
"(631, 677)",21.682384053234934,19.96601027122849,8
"(633, 677)",21.948578719940265,20.545730092860346,8
"(636, 677)",21.80357000344872,20.131735435936243,8
"(663, 677)",22.299118134553005,19.96391051315559,8
"(631, 679)",21.74309044149725,20.545730092860346,8
"(633, 679)",21.902472967165025,20.545730092860346,8
"(635, 679)",21.871889322662646,20.131735435936243,8
"(637, 680)",21.84147257098774,20.206757720169996,8
"(531, 681)",20.907565493782137,19.269421905157913,8
"(634, 681)",21.916326050534337,20.362528214662696,8
"(168, 682)",19.127563228218214,18.058501748668192,8
"(170, 683)",19.11781230367459,18.059730534290914,8
"(350, 683)",22.599848652111795,20.519279926753946,8
"(433, 683)",22.776250382454393,20.469034775323657,8
"(533, 683)",20.73978410440737,19.301008231296287,8
"(168, 684)",19.143667961099737,18.03609792548182,8
"(417, 685)",21.461676008405867,19.436556562787793,8
"(419, 685)",21.55327781724465,19.58040478729597,8
"(683, 685)",22.845318938913614,20.691427915912534,8
"(685, 685)",22.718351797086875,20.65423442915303,8
"(396, 686)",22.153091564074906,20.411566601247877,8
"(417, 687)",21.494168111128353,19.48164447988355,8
"(683, 687)",22.979135503370323,20.7460788339641,8
"(685, 687)",22.757171657621676,20.69216755975041,8
"(391, 689)",22.274620552969985,20.572078481837558,8
"(369, 690)",23.317638244850258,22.058941292100563,8
"(738, 690)",22.89086710853212,20.837114086724483,8
"(322, 691)",20.81209304552238,18.624635060101276,8
"(336, 691)",22.39652987033137,20.129865047224534,8
"(621, 691)",22.72310099595868,20.73836100137151,8
"(106, 692)",23.481980835155916,23.146755040158077,8
"(368, 692)",23.046473051521595,21.05489727029091,8
"(546, 692)",22.110409300143452,19.908536045548978,8
"(222, 693)",25.022536815429632,21.365575054249838,8
"(224, 693)",23.407717487568966,22.47689614622238,8
"(107, 694)",23.698698241503912,23.146755040158077,8
"(424, 697)",22.13486629926333,20.063810757128245,8
"(426, 697)",22.010661282756594,20.063810757128245,8
"(509, 698)",23.603825853325084,21.375876566481182,8
"(423, 699)",22.210538464460917,20.026153042679482,8
"(425, 699)",22.054325486268056,19.9121411091107,8
"(425, 701)",22.226917060551855,19.977069706679416,8
"(370, 702)",23.13757030063946,20.661482940367506,8
"(336, 704)",24.76196226517427,21.391063521012804,8
"(336, 706)",23.04068412109571,21.391063521012804,8
"(94, 709)",22.131192333268594,20.046789558137547,8
"(91, 710)",22.276794653482014,20.298745149135783,8
"(465, 710)",23.717524862661953,21.000952058021902,8
"(685, 710)",23.643823302719106,20.989300152349088,8
"(93, 711)",22.38819898543035,20.046789558137547,8
"(120, 711)",19.945199051382154,18.639598296212128,8
"(385, 713)",20.647616306572218,18.92606460625023,8
"(513, 714)",22.6244386660046,20.57965480369826,8
"(339, 715)",23.634192618483453,20.198441468901002,8
"(357, 715)",23.094120510652424,21.313513587383632,8
"(359, 715)",23.510956023213147,21.313513587383632,8
"(337, 716)",22.161907749423257,19.902794052493945,8
"(543, 716)",22.24976011882392,20.231075599456567,8
"(339, 717)",22.105088252401174,20.198441468901002,8
"(648, 717)",21.536993826422425,19.830942638723933,8
"(53, 718)",23.740124898983538,21.075496563452134,8
"(55, 718)",22.7057702732996,21.075496563452134,8
"(720, 718)",22.83757965135326,20.90898957619772,8
"(566, 721)",22.561103548870705,20.376392208579865,8
"(681, 721)",22.274349369220666,20.87424780160746,8
"(720, 721)",22.30571835742932,20.17767490963029,8
"(722, 721)",22.31249289365222,20.22693911842417,8
"(681, 723)",22.486556870508473,20.88160565908543,8
"(720, 723)",22.236808462008803,20.058459909484277,8
"(722, 723)",22.354809872520782,20.281497650445665,8
"(88, 724)",22.545716655999563,19.986709396060455,8
"(536, 724)",22.382023183160094,19.302270672144026,8
"(269, 726)",23.617138752827586,21.66267989299589,8
"(376, 726)",23.410490739943917,21.483009992242664,8
"(656, 726)",22.208415816973343,21.357836670365877,8
"(377, 728)",22.391207028728374,20.138354250055606,8
"(653, 728)",21.27584555064167,19.386310358304925,8
"(538, 729)",22.056684994717017,19.48189935068455,8
"(251, 730)",21.093096943576697,19.529488442503016,8
"(653, 730)",20.846418887760265,19.11157648114147,8
"(579, 731)",24.98022418187478,22.557125003974868,8
"(651, 731)",21.151857633840613,19.161581244200228,8
"(364, 733)",23.721860888201142,21.207139725516647,8
"(376, 733)",21.85002825202333,19.926088728468017,8
"(378, 733)",21.984126526204335,19.21452653822795,8
"(377, 735)",21.133543583755504,19.21452653822795,8
"(467, 736)",23.525185368969694,22.04985626760851,8
"(280, 737)",22.84076458779522,20.594544467140693,8
"(283, 737)",22.996170263668226,20.558562331199617,8
"(538, 737)",23.07689530011976,22.171623785623858,8
"(540, 737)",23.111022259987585,22.171623785623858,8
"(668, 738)",18.717285818036302,18.03203562190855,8
"(670, 738)",18.67727372846479,17.998666991990923,8
"(283, 739)",23.019787485631298,20.673707384068045,8
"(208, 743)",24.1820648783862,22.656160663367857,8
"(210, 743)",23.713456526970866,22.656160663367857,8
"(580, 743)",22.07501713179952,19.976680709963333,8
"(579, 745)",22.10430823738971,20.151785870375427,8
"(581, 745)",22.001245016862775,19.976680709963333,8
"(350, 747)",20.611922582208827,18.90326472699988,8
"(580, 747)",22.259136105911644,20.094602263920983,8
"(209, 748)",23.15739476480386,21.724409715143842,8
"(555, 748)",22.348135422965733,20.395725074885362,8
"(557, 749)",23.21833729330111,19.570300585060885,8
"(399, 750)",23.46769950315771,22.14204591878513,8
"(404, 750)",22.88583383281283,21.96675818457914,8
"(702, 750)",22.178814194083266,19.8961419400951,8
"(411, 751)",23.869207422187934,23.02595335391522,8
"(522, 751)",22.932804343333878,20.621279279734047,8
"(557, 751)",21.639139940676166,19.570300585060885,8
"(330, 752)",22.79991719177648,20.537919320218407,8
"(413, 752)",22.984664240990497,23.737538668650238,8
"(558, 753)",21.972253873827505,19.38783505746037,8
"(441, 754)",20.48925636066989,18.774761648136256,8
"(493, 760)",24.717064428647134,21.107401796189954,8
"(455, 761)",24.1634745639278,21.886960256589305,8
"(491, 761)",23.74295600779542,21.107401796189954,8
"(566, 761)",19.10348840847945,17.620537516447676,8
"(564, 762)",19.115332651969133,17.60782825133409,8
"(566, 763)",19.074285707468512,17.56738608190784,8
"(568, 763)",19.11426964125213,17.633352938546835,8
"(146, 764)",22.163378467797543,19.957253796828383,8
"(182, 764)",23.591832748593156,21.814774547742132,8
"(564, 764)",19.1177508884315,17.64197063802186,8
"(566, 765)",19.088918076070094,17.608520597747322,8
"(71, 767)",24.27967666591821,21.75706222823485,8
"(73, 767)",24.393256810857082,22.29353904408292,8
"(680, 767)",23.950042136175675,21.327608485056196,8
"(70, 769)",24.31640350921115,21.75706222823485,8
"(72, 769)",24.111509394728408,22.29353904408292,8
"(213, 769)",23.12043051267144,20.612077861134516,8
"(228, 769)",19.197983237783376,18.19595997295948,8
"(249, 771)",22.329240534266113,20.593417301786168,8
"(490, 772)",25.94318306155825,22.395085501417448,8
"(223, 773)",19.22962916920732,18.239694099559358,8
"(506, 774)",23.45523327181619,21.288658570980346,8
