Coord,amplitude,xcentroid,ycentroid,sigx,sigy,ellipticity,SNR,Magnitudes,Reason
"(39, 8)",0.8961099831857987,6.529211118040963,7.504563691199488,0.3587305537911255,0.3609451903760865,0.006135658942160949,30.05838650505932,19.644322461370898,Bad sizing
"(71, 8)",0.0699987450927399,7.663871844797001,7.164017437758664,0.474519963783605,1.7488791868609992,0.7286719589617257,17.120682616754884,20.809056644241018,"Not elliptical,Bad sizing"
"(76, 8)",0.007820543606090339,8.50002768286951,8.500008190934366,0.2187270031196166,0.21454554868680842,0.01911723003181931,100.78102353142049,19.19810982263384,Bad sizing
"(90, 8)",0.009061953981232973,8.499999973443375,8.499999974564075,0.20573520147303517,0.20574223033654426,3.41634456746398e-05,392.4084049866055,17.96826152921504,Bad sizing
"(111, 8)",0.01497799375475683,8.999815849889165,8.000132584888506,0.25039700043335944,0.25049292109791155,0.00038292764574621163,87.81651428405283,19.72499759209991,Bad sizing
"(224, 8)",0.01797744749011169,7.907908431575727,9.151387606659382,0.29443786820207213,1.3993393082669534,0.7895879387775321,35.02737485433539,21.080767319578833,"Not elliptical,Bad sizing"
"(238, 8)",0.007722665892067042,4.34380194023067,12.220593056261619,2.666965346986869,2.999999999962547,0.11101155099327864,5.912532031020432,23.146407814512692,Bad sizing
"(273, 8)",0.006056274224116125,7.816333552190582,5.434347685915911,2.9999999999999996,2.9999999999999996,0.0,24.003988673332877,21.77880719102607,Bad sizing
"(288, 8)",0.02007077098914806,8.00003484604744,8.999966057675428,0.26104623479837696,0.2530175031685623,0.030755975607216768,83.76237319517686,20.624478039823835,Bad sizing
"(295, 8)",0.0012880913122628266,8.500146056557789,8.499862924454263,0.2489960089267887,0.24870592893984628,0.0011649985403087149,72.07682489148547,20.63979962840262,Bad sizing
"(297, 8)",0.0016917785907501564,8.500060933661057,8.499998156423299,0.2641851749027218,0.26096791640660316,0.01217804328839911,27.337592714861852,21.55504769465739,Bad sizing
"(300, 8)",0.0064142525268218635,9.813950290832487,9.633709877643568,2.9999999999999996,2.9999999999999996,0.0,24.27935265390765,21.687445671735368,Bad sizing
"(302, 8)",0.006489812261632873,9.794684074658711,7.763984439612659,2.9999999999999996,2.9999999999999996,0.0,38.862970723175415,21.245733959102566,Bad sizing
"(305, 8)",0.0010131124075096881,8.49943969975936,8.499976680205059,0.260090049168825,0.2562458501688706,0.01478026172950253,89.91150188314009,20.43844063636527,Bad sizing
"(316, 8)",0.012477900151309335,13.193772705538473,11.836022264535133,2.9999999999999996,1.0665846907426662,0.6444717697524446,46.36913211153225,21.10808952477312,"Not elliptical,Bad sizing"
"(365, 8)",0.028316493571713994,7.64911939549555,8.999996949434568,0.32954184866969277,0.23299427462312633,0.292975154555676,86.11749324399062,20.907383515208657,Bad sizing
"(369, 8)",0.005329177630186355,8.028368150215512,10.057991794739571,2.9999999999999996,2.9999999999999996,0.0,174.5680745217831,20.317950070170973,Bad sizing
"(379, 8)",0.016558811518744165,7.99996270603789,9.000011109039322,0.2579496886351213,0.25384143106870405,0.015926584707875002,48.85003045455195,21.34297225783186,Bad sizing
"(419, 8)",0.41637442607961145,6.269757159265702,6.95691780646243,0.38957613069111036,0.47646965509382033,0.18236948245025175,211.56791514864977,19.398150531043903,Bad sizing
"(421, 8)",0.00586103655556647,8.499996639100143,8.500001062766653,0.215591442632875,0.21497015526314808,0.0028817812160795153,249.07354446278302,19.29619933306806,Bad sizing
